,UNIVERSITY NAME,STATUS,TARGET MAJOR,TERM,GRE(Q),GRE(V),GRE(AWA),GRE(TOTAL),TOEFL IELTS,UG COLLEGE,UG MAJOR,CGPA,PAPERS,WORK EXPERIENCE
779,"University of California, Los Angeles",Admit,Electrical Engineering,Fall 2013,169,167,N/A,336,N/A,IIT Varanasi,Metallurgical Engineering,89.4,0,0 Mo
780,Columbia University,Admit,Data Science,Fall 2019,169,162,3.5,331,108,IIT Varanasi,Computer Science,8.29,N/A,17 Mo
781,"University of Maryland, College Park",Reject,Computer Science,Fall 2020,169,154,3.5,323,107,IIT Varanasi,EEE,9.77,1,17 Mo
782,"University of Massachusetts, Amherst",Admit,Computer Science,Fall 2019,169,154,3,323,109,IIT Varanasi,Computer Science,9.57,2,0 Mo
783,"University of California, San Diego",Reject,Computer Engineering,Fall 2017,168,155,3,323,106,IIT Varanasi,ECE,8.08,1,17 Mo
784,"University of Michigan, Ann Arbor",Admit,Industrial Engineering,Fall 2019,170,157,4,327,111,IIT Varanasi,Mechanical Engineering,9.03,N/A,12 Mo
785,"University of Texas, Dallas",Reject,Computer Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
786,Northeastern University,Reject,Data Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
787,"University of Texas, Austin",Reject,Computer Science,Fall 2017,166,152,3.5,318,107,IIT Varanasi,Computer Science,8.25,N/A,0 Mo
788,Virginia Tech University,Admit,Computer Engineering,Fall 2017,168,152,3,320,103,IIT Varanasi,EEE,7.8,N/A,0 Mo
789,"University of California, Los Angeles",Admit,Electrical Engineering,Fall 2013,169,167,N/A,336,N/A,IIT Varanasi,Metallurgical Engineering,89.4,0,0 Mo
790,Columbia University,Admit,Data Science,Fall 2019,169,162,3.5,331,108,IIT Varanasi,Computer Science,8.29,N/A,17 Mo
791,"Texas A&M University, College Station",Reject,Computer Science,Fall 2020,170,152,3,322,7.5,IIT Varanasi,Mechanical Engineering,7.57,N/A,26 Mo
792,"Purdue University, West Lafayette",Admit,Mechanical Engineering,Fall 2015,168,162,4,330,114,IIT Varanasi,Mechanical Engineering,7.76,N/A,0 Mo
793,University of Southern California,Reject,Civil Engineering,Fall 2014,166,157,3.5,323,111,IIT Varanasi,Civil Engineering,8.4,N/A,0 Mo
794,North Carolina State University,Reject,Mechanical Engineering,Spring 2019,168,158,4,326,104,IIT Varanasi,Mechanical Engineering,8,N/A,0 Mo
795,"University of Maryland, College Park",Reject,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
796,"University of California, Los Angeles",Admit,Computer Science,Fall 2020,169,153,3.5,322,115,IIT Varanasi,ECE,9.13,N/A,30 Mo
797,"University of Minnesota, Twin Cities",Reject,Data Science,Fall 2020,168,150,3,318,100,IIT Varanasi,EEE,7.13,N/A,0 Mo
798,"University of Florida, Gainesville",Admit,Computer Science,Fall 2016,167,153,4,320,108,IIT Varanasi,ECE,8.16,N/A,0 Mo
799,"University of California, San Diego",Admit,Computer Science,Fall 2018,170,160,4,330,N/A,IIT Varanasi,ECE,9.32,N/A,0 Mo
800,Columbia University,Admit,Computer Science,Fall 2019,167,158,3.5,325,110,IIT Varanasi,Computer Science,9.15,3,0 Mo
801,"Texas A&M University, College Station",Admit,Computer Science,Fall 2020,170,158,4,328,112,IIT Indore,Computer Science,9.2,N/A,0 Mo
802,"Texas A&M University, College Station",Admit,Industrial Engineering,Fall 2017,164,155,4,319,101,IIT Indore,Mechanical Engineering,7.5,N/A,0 Mo
803,"University of California, San Diego",Admit,Computer Science,Fall 2016,170,155,3.5,325,104,IIT Indore,Computer Science,8.5,N/A,0 Mo
804,Carnegie Mellon University,Reject,Computer Science,Fall 2016,168,157,4,325,101,IIT Indore,Computer Science,8.11,N/A,0 Mo
805,Virginia Tech University,Admit,Industrial Engineering,Fall 2015,168,166,4,334,120,IIT Indore,ECE,9,N/A,0 Mo
806,"University of Texas, Austin",Reject,Computer Engineering,Fall 2016,170,155,3.5,325,104,IIT Indore,Computer Science,8.5,N/A,0 Mo
807,University of Oxford,Admit,Computer Science,Fall 2018,168,158,3.5,326,117,IIT Indore,Computer Science,9,N/A,16 Mo
808,"University of California, San Diego",Admit,Electrical & Computer Engineering,Fall 2016,166,155,3.5,321,101,IIT Indore,ECE,8.9,N/A,0 Mo
809,Georgia Institute of Technology,Reject,Computer Science,Fall 2016,170,155,3.5,325,104,IIT Indore,Computer Science,8.5,N/A,0 Mo
810,"Texas A&M University, College Station",Reject,Computer Science,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
811,"University of Michigan, Ann Arbor",Admit,Industrial Engineering,Fall 2016,166,158,4,324,110,IIT Indore,Mechanical Engineering,8.81,N/A,0 Mo
812,"University of California, Los Angeles",Admit,Materials Science & Engineering,Fall 2020,170,143,3.5,313,108,IIT Indore,Metallurgical Engineering,8.36,N/A,0 Mo
813,"KTH, Royal Institute of Technology",Admit,Machine Learning,Fall 2019,168,159,3.5,327,111,IIT Indore,EEE,8.43,1,19 Mo
814,University of Cincinnati,Admit,Business Analytics,Fall 2017,167,154,3.5,321,104,IIT Indore,EEE,7.4,N/A,0 Mo
815,"University of Wisconsin, Madison",Reject,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
816,"University of Michigan, Ann Arbor",Reject,Data Science,Fall 2019,168,159,3.5,327,111,IIT Indore,EEE,8.43,1,19 Mo
817,Columbia University,Admit,Computer Science,Fall 2016,166,162,4.5,328,116,IIT Indore,Computer Science,8.68,N/A,0 Mo
818,University of Southern California,Admit,Computer Science,Fall 2020,169,152,3.5,321,104,IIT Indore,EEE,8.6,N/A,0 Mo
819,Portland State University,Admit,Electrical & Computer Engineering,Fall 2017,166,150,3,316,100,IIT Indore,ECE,7.9,N/A,0 Mo
820,University of Utah,Reject,Computer Engineering,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
821,Stanford University,Reject,Materials Science & Engineering,Fall 2020,170,150,3.5,320,105,IIT Indore,Metallurgical Engineering,8.04,N/A,0 Mo
822,Stanford University,Admit,Electrical Engineering,Fall 2016,167,160,3.5,327,110,IIT Indore,EEE,9.56,N/A,0 Mo
823,"University of California, Davis",Reject,Computer Science,Fall 2017,168,153,3.5,321,107,IIT Indore,Computer Science,8.16,N/A,0 Mo
824,"Purdue University, West Lafayette",Admit,Mechanical Engineering,Fall 2016,170,163,4.5,333,112,IIT Indore,Mechanical Engineering,8.59,N/A,0 Mo
825,Arizona State University,Reject,Electrical Engineering,Fall 2015,167,152,0,319,100,IIT Indore,EEE,7.9,N/A,0 Mo
826,"University of Texas, Austin",Reject,Mechanical Engineering,Fall 2019,169,156,3,325,7.5,IIT Indore,Mechanical Engineering,7.64,N/A,0 Mo
827,Clemson University,Admit,Industrial Engineering,Fall 2017,164,155,4,319,101,IIT Indore,Mechanical Engineering,7.5,N/A,0 Mo
828,"University of Maryland, College Park",Reject,Software Engineering,Fall 2016,168,157,4,325,101,IIT Indore,Computer Science,8.11,N/A,0 Mo
829,North Carolina State University,Reject,Industrial Engineering,Fall 2017,164,155,4,319,101,IIT Indore,Mechanical Engineering,7.5,N/A,0 Mo
830,Carnegie Mellon University,Reject,Data Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
831,"University of Texas, Austin",Reject,Computer Engineering,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
832,University of Toronto,Reject,Applied Computing,Fall 2019,168,159,3.5,327,111,IIT Indore,EEE,8.43,1,19 Mo
833,Virginia Tech University,Admit,Industrial Engineering,Fall 2017,164,155,4,319,101,IIT Indore,Mechanical Engineering,7.5,N/A,0 Mo
834,"University of Michigan, Ann Arbor",Admit,Electrical & Computer Engineering,Fall 2016,167,160,3.5,327,110,IIT Indore,EEE,9.56,N/A,0 Mo
835,"University of California, Irvine",Reject,Computer Science,Fall 2017,170,153,4,323,115,IIT Indore,Computer Science,8.5,N/A,0 Mo
836,Carnegie Mellon University,Admit,Software Engineering,Fall 2017,168,153,3.5,321,107,IIT Indore,Computer Science,8.16,N/A,0 Mo
837,"University of Minnesota, Twin Cities",Admit,Industrial Engineering,Fall 2016,166,158,4,324,110,IIT Indore,Mechanical Engineering,8.81,N/A,0 Mo
838,"University of Illinois, Urbana Champaign",Admit,Civil & Environmental Engineering,Fall 2020,168,153,3.5,321,106,IIT Indore,Civil Engineering,8.16,N/A,0 Mo
839,"State University of New York, Stony Brook",Admit,Electrical & Computer Engineering,Fall 2018,168,149,3.5,317,99,IIT Indore,EEE,7.3,N/A,12 Mo
840,"University of Maryland, College Park",Reject,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
841,Drexel University,Admit,Electrical Engineering,Nd 2015,170,157,4,327,112,IIT Indore,Computer Science,8,N/A,0 Mo
842,Arizona State University,Admit,Manufacturing Engineering,Fall 2016,168,149,3,317,102,IIT Indore,Mechanical Engineering,7.33,N/A,0 Mo
843,Massachusetts Institute of Technology,Reject,Mechanical Engineering,Fall 2019,169,156,3,325,7.5,IIT Indore,Mechanical Engineering,7.64,N/A,0 Mo
844,"University of Illinois, Urbana Champaign",Admit,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
845,"University of California, Santa Barbara",Reject,Electrical & Computer Engineering,Fall 2017,168,150,3.5,318,96,IIT Indore,EEE,8.93,1,0 Mo
846,Carnegie Mellon University,Reject,Computer Science,Fall 2017,170,153,4,323,115,IIT Indore,Computer Science,8.5,N/A,0 Mo
847,Arizona State University,Admit,Electrical & Computer Engineering,Fall 2018,168,149,3.5,317,99,IIT Indore,EEE,7.3,N/A,12 Mo
848,University of Arizona,Admit,Electrical & Computer Engineering,Fall 2017,166,150,3,316,100,IIT Indore,ECE,7.9,N/A,0 Mo
849,"Purdue University, West Lafayette",Reject,Electrical & Computer Engineering,Fall 2016,166,155,3.5,321,101,IIT Indore,ECE,8.9,N/A,0 Mo
850,"University of California, San Diego",Admit,Electrical & Computer Engineering,Fall 2017,168,150,3.5,318,96,IIT Indore,EEE,8.93,1,0 Mo
851,"University of Michigan, Ann Arbor",Reject,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
852,"University of California, Irvine",Admit,Software Engineering,Fall 2017,168,153,3.5,321,107,IIT Indore,Computer Science,8.16,N/A,0 Mo
853,Rice University,Admit,Electrical Engineering,Fall 2019,170,157,4,327,106,IIT Indore,EEE,8.1,N/A,0 Mo
854,"State University of New York, Buffalo",Admit,Industrial Engineering,Fall 2017,164,155,4,319,101,IIT Indore,Mechanical Engineering,7.5,N/A,0 Mo
855,"University of California, Los Angeles",Reject,Computer Science,Fall 2016,170,155,3.5,325,104,IIT Indore,Computer Science,8.5,N/A,0 Mo
856,Georgia Institute of Technology,Reject,Electrical & Computer Engineering,Fall 2017,168,150,3.5,318,96,IIT Indore,EEE,8.93,1,0 Mo
857,North Carolina State University,Admit,Computer Engineering,Fall 2018,168,149,3.5,317,99,IIT Indore,EEE,7.3,N/A,12 Mo
858,"University of California, San Diego",Reject,Computer Science,Fall 2017,170,159,4.5,329,111,IIT Indore,EEE,8.41,N/A,0 Mo
859,"University of Massachusetts, Amherst",Reject,Electrical & Computer Engineering,Fall 2015,167,152,0,319,100,IIT Indore,EEE,7.9,N/A,0 Mo
860,"University of Illinois, Urbana Champaign",Admit,Computer Science,Fall 2017,170,162,4,332,114,IIT Indore,Computer Science,9.1,N/A,0 Mo
861,"University of Texas, Dallas",Reject,Computer Engineering,Fall 2018,168,149,3.5,317,99,IIT Indore,EEE,7.3,N/A,12 Mo
862,"University of California, Berkeley",Reject,Electrical Engineering,Fall 2016,166,155,3.5,321,101,IIT Indore,ECE,8.9,N/A,0 Mo
863,North Carolina State University,Reject,Mechanical Engineering,Fall 2015,170,149,0,319,96,IIT Indore,Mechanical Engineering,8.21,N/A,0 Mo
864,"State University of New York, Stony Brook",Admit,Materials Science & Engineering,Fall 2020,170,150,3.5,320,105,IIT Indore,Metallurgical Engineering,8.04,N/A,0 Mo
865,Dartmouth College,Admit,Computer Science,Fall 2016,170,155,3.5,325,104,IIT Indore,Computer Science,8.5,N/A,0 Mo
866,"University of California, San Diego",Reject,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
867,Columbia University,Admit,Electrical Engineering,Fall 2016,167,160,3.5,327,110,IIT Indore,EEE,9.56,N/A,0 Mo
868,"University of Maryland, College Park",Reject,Computer Science,Fall 2017,170,153,4,323,115,IIT Indore,Computer Science,8.5,N/A,0 Mo
869,"University of California, San Diego",Reject,Computer Science,Fall 2017,168,153,3.5,321,107,IIT Indore,Computer Science,8.16,N/A,0 Mo
870,"University of California, Irvine",Admit,Computer Science,Fall 2017,170,159,4.5,329,111,IIT Indore,EEE,8.41,N/A,0 Mo
871,"University of California, Los Angeles",Admit,Electrical Engineering,Fall 2017,168,150,3.5,318,96,IIT Indore,EEE,8.93,1,0 Mo
872,University of Southern California,Admit,Materials Science & Engineering,Fall 2020,167,150,3.5,317,7.5,IIT Indore,Metallurgical Engineering,8.83,0,0 Mo
873,"University of California, Los Angeles",Reject,Materials Science & Engineering,Fall 2020,170,150,3.5,320,105,IIT Indore,Metallurgical Engineering,8.04,N/A,0 Mo
874,"University of Texas, Austin",Reject,Mechanical Engineering,Fall 2015,170,149,0,319,96,IIT Indore,Mechanical Engineering,8.21,N/A,0 Mo
875,University of Washington,Reject,Data Science,Fall 2019,168,159,3.5,327,111,IIT Indore,EEE,8.43,1,19 Mo
876,Georgia Institute of Technology,Admit,Electrical & Computer Engineering,Fall 2016,167,160,3.5,327,110,IIT Indore,EEE,9.56,N/A,0 Mo
877,Georgia Institute of Technology,Reject,Electrical & Computer Engineering,Fall 2017,169,160,4,329,117,IIT Indore,EEE,8.3,N/A,0 Mo
878,Georgia Institute of Technology,Reject,Mechanical Engineering,Fall 2015,170,149,0,319,96,IIT Indore,Mechanical Engineering,8.21,N/A,0 Mo
879,Carnegie Mellon University,Reject,Computer Science,Fall 2018,168,158,3.5,326,117,IIT Indore,Computer Science,9,N/A,16 Mo
880,Virginia Tech University,Admit,Industrial Engineering,Fall 2016,168,149,3,317,102,IIT Indore,Mechanical Engineering,7.33,N/A,0 Mo
881,Arizona State University,Admit,Electrical Engineering,Fall 2017,166,150,3,316,100,IIT Indore,ECE,7.9,N/A,0 Mo
882,"University of California, San Diego",Reject,Computer Science,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
883,Columbia University,Admit,Electrical Engineering,Fall 2017,169,160,4,329,117,IIT Indore,EEE,8.3,N/A,0 Mo
884,"University of Florida, Gainesville",Admit,Computer Science,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
885,Georgia Institute of Technology,Reject,Electrical & Computer Engineering,Fall 2019,170,157,4,327,106,IIT Indore,EEE,8.1,N/A,0 Mo
886,"University of Massachusetts, Amherst",Reject,Computer Science,Fall 2015,166,154,3,320,99,IIT Indore,Computer Science,7,N/A,0 Mo
887,Virginia Tech University,Admit,Industrial Engineering,Fall 2016,166,158,4,324,110,IIT Indore,Mechanical Engineering,8.81,N/A,0 Mo
888,"University of California, Irvine",Admit,Computer Science,Fall 2016,168,157,4,325,101,IIT Indore,Computer Science,8.11,N/A,0 Mo
889,"State University of New York, Buffalo",Admit,Mechanical Engineering,Fall 2015,170,149,0,319,96,IIT Indore,Mechanical Engineering,8.21,N/A,0 Mo
890,"University of Illinois, Urbana Champaign",Reject,Electrical & Computer Engineering,Fall 2016,166,155,3.5,321,101,IIT Indore,ECE,8.9,N/A,0 Mo
891,"Texas A&M University, College Station",Admit,Industrial Engineering,Fall 2016,166,158,4,324,110,IIT Indore,Mechanical Engineering,8.81,N/A,0 Mo
892,"Texas A&M University, College Station",Admit,Electrical Engineering,Fall 2017,166,150,3,316,100,IIT Indore,ECE,7.9,N/A,0 Mo
893,"University of California, Los Angeles",Reject,Electrical Engineering,Fall 2016,167,160,3.5,327,110,IIT Indore,EEE,9.56,N/A,0 Mo
894,Carnegie Mellon University,Reject,Computer Science,Fall 2016,169,154,3.5,323,103,IIT Indore,EEE,8.1,N/A,0 Mo
895,New York University,Reject,Data Science,Fall 2019,168,159,3.5,327,111,IIT Indore,EEE,8.43,1,19 Mo
896,University of Washington,Admit,Mechanical Engineering,Fall 2016,170,163,4.5,333,112,IIT Indore,Mechanical Engineering,8.59,N/A,0 Mo
897,Georgia Institute of Technology,Reject,Electrical & Computer Engineering,Fall 2016,166,155,3.5,321,101,IIT Indore,ECE,8.9,N/A,0 Mo
898,Georgia Institute of Technology,Reject,Computer Science,Fall 2018,170,157,4,327,N/A,IIT Indore,Computer Science,9.14,1,0 Mo
899,"State University of New York, Buffalo",Admit,Computer Science,Fall 2018,168,149,3.5,317,99,IIT Indore,EEE,7.3,N/A,12 Mo
900,"University of California, Berkeley",Reject,Materials Science & Engineering,Fall 2020,170,150,3.5,320,105,IIT Indore,Metallurgical Engineering,8.04,N/A,0 Mo
